customer_id,archetype,age,gender,product_category_preference,support_tickets,annual_income,spending_score,recency_days,frequency,monetary,discount_usage_rate,loyalty_years,returns_rate,online_purchase_ratio,avg_order_value,clv_score,engagement_score,cluster,segment_name,pca_x,pca_y
CUST_0001,E,45,M,Electronics,2,19156.62,83,48,16,331.66,0.5011348195399216,1,0.0445586000078097,0.9574138702473742,20.73,108.3,47.23,3,Young Explorers,0.23511037415197145,-2.2915594798224936
CUST_0002,A,39,F,Home,0,123352.08,78,24,74,11548.94,0.00971431931032,5,0.0208310447330409,0.458903943869168,156.07,34184.86,161.34,2,Premium Loyalists,3.66351506862103,1.5353410404069197
CUST_0003,C,18,M,Home,1,45599.81,48,35,55,2764.11,0.9551903206299636,4,0.2909293870491384,0.4311999797632472,50.26,4222.95,118.48,0,Bargain Hunters,0.2875141890198382,-1.1212389314877682
CUST_0004,C,52,F,Home,0,45760.99,40,18,45,1459.97,0.8485638416996809,8,0.2271536402691124,0.8905380744419173,32.44,3457.82,113.37,0,Bargain Hunters,0.6903531678288369,-1.3193797917429868
CUST_0005,C,39,M,Clothing,1,46754.93,61,28,33,1464.8,0.6108956022604113,6,0.2869632113489691,0.5365940954759062,44.39,1666.84,77.3,0,Bargain Hunters,-0.0913083792163687,-0.760186941412344
CUST_0006,C,50,M,Grocery,0,27622.92,60,14,43,1580.16,0.7797268857611815,3,0.122423895046122,0.6930051174821191,36.75,4529.79,107.0,0,Bargain Hunters,0.749508222763166,-1.9016144424162906
CUST_0007,C,50,M,Books,5,46506.78,59,24,36,2456.96,0.7808685787361296,1,0.1796042654388268,0.6342118986636663,68.25,3538.02,73.85,0,Bargain Hunters,0.1363569554478521,-1.583005469246538
CUST_0008,E,40,M,Electronics,4,31294.1,93,59,20,224.66,0.3282215712782182,1,0.0484221700776469,0.8516510697365558,11.23,74.89,46.73,3,Young Explorers,0.41045321590726047,-1.8402577683595338
CUST_0009,A,59,M,Beauty,5,148111.25,78,7,61,7680.36,0.0712802778625241,8,0.007069323171827,0.4525078240668232,125.91,58562.74,130.34,2,Premium Loyalists,3.5198543154383177,1.6690051807569972
CUST_0010,C,44,F,Clothing,0,40945.33,51,4,46,2772.85,0.9381654898081898,4,0.2654616505767477,0.6268178603813049,60.28,25510.22,129.54,0,Bargain Hunters,0.8049355342908486,-1.3911817252199463
CUST_0011,A,31,F,Sports,7,156544.86,78,25,42,8088.19,0.0518949455770461,11,0.0434908379800054,0.3964850188621031,192.58,13065.54,74.93,2,Premium Loyalists,2.2440251923186976,2.1031255449931776
CUST_0012,C,30,M,Clothing,2,43381.29,66,22,58,864.27,0.9598654907562382,4,0.2382948178579602,0.6254623927588876,14.9,2179.46,127.05,0,Bargain Hunters,0.9315420442379421,-1.8096059846550798
CUST_0013,C,60,F,Clothing,2,34885.53,46,8,22,1356.42,0.7953562582627064,7,0.1859896178264901,0.7057385750158444,61.66,3315.69,64.61,0,Bargain Hunters,-0.15258274640951056,-1.3055820922357055
CUST_0014,B,39,M,Sports,2,48964.05,44,152,13,736.85,0.3784415166588882,2,0.09038384369845,0.484178340048359,56.68,62.61,30.34,4,Occasional Shoppers,-1.3323704575438722,-0.5293178376373293
CUST_0015,A,69,F,Beauty,4,203338.34,88,3,45,14612.29,0.073572902437267,8,0.0251042877744667,0.5345088692358048,324.72,164388.26,122.02,2,Premium Loyalists,5.065330132932131,3.423718169589706
CUST_0016,A,48,F,Clothing,2,159206.14,90,7,30,7159.57,0.0571620644405874,6,0.0120091231978253,0.6456043279866505,238.65,26848.39,81.2,2,Premium Loyalists,2.3873858720876604,1.1604701496611403
CUST_0017,B,38,M,Sports,0,47134.18,64,152,3,580.99,0.2900666554147222,1,0.1415673359311794,0.5543316234642592,193.66,11.39,17.74,4,Occasional Shoppers,-1.4831556404483863,-0.6199740032069158
CUST_0018,A,43,F,Grocery,0,138546.78,82,15,72,10203.29,0.0632959072649193,5,0.0211059596422645,0.6063519309872561,141.71,45914.81,162.79,2,Premium Loyalists,3.937806532243522,1.301863321235143
CUST_0019,D,32,F,Grocery,1,89000.9,26,261,3,4654.69,0.075009300427434,5,0.4011035080555626,0.545778533098509,1551.56,53.3,14.3,1,At-Risk High-Value,-2.7999290608586973,2.267067763154086
CUST_0020,E,24,F,Sports,0,18992.39,70,18,20,681.56,0.5003522118923787,0,0.0131368559068804,0.7487819522166413,34.08,717.43,60.53,3,Young Explorers,0.1653530075279672,-2.1934566970392098
CUST_0021,B,19,M,Books,2,37633.67,66,182,4,802.54,0.2224465335085011,2,0.140704567431138,0.3373882326305916,200.64,17.54,9.3,4,Occasional Shoppers,-1.7321705804766523,-0.15534353775634202
CUST_0022,D,32,F,Sports,0,126100.59,36,329,3,3536.3,0.1360616532570944,7,0.190801802381174,0.6632345055855647,1178.77,32.15,19.57,1,At-Risk High-Value,-1.9502732224187973,2.2055968944186066
CUST_0023,E,45,F,Books,1,31996.93,61,6,17,195.25,0.2908411239875246,1,0.0874028457375061,0.8244533420585186,11.49,474.18,64.16,3,Young Explorers,0.0038409861232228015,-1.692502227961324
CUST_0024,C,26,F,Sports,2,27649.78,42,30,45,2384.0,0.9340688855846464,5,0.2350045683587768,0.3772941532253054,52.98,3460.65,94.88,0,Bargain Hunters,-0.10699850743773683,-1.1722326243122208
CUST_0025,E,43,F,Sports,4,19611.06,74,3,21,240.64,0.4982302592514284,1,0.0375863177263065,0.7736451229673682,11.46,1263.36,78.81,3,Young Explorers,0.49284653488553004,-2.1935308942854617
CUST_0026,A,38,F,Clothing,4,158851.23,100,5,50,2077.07,0.0805963890627831,9,0.0263412448306418,0.6619088460892574,41.54,17308.92,121.24,2,Premium Loyalists,3.009337883159192,0.660586310777827
CUST_0027,C,37,M,Sports,0,45741.0,43,16,52,599.15,0.9680259670998728,7,0.1066665945332982,0.5876442449410606,11.52,1832.69,122.0,0,Bargain Hunters,0.8653337730191182,-1.5614513827918495
CUST_0028,C,38,F,Clothing,1,38771.37,50,11,36,1869.71,0.8292085166778848,4,0.2602740495338412,0.7194665501004573,51.94,5609.13,92.48,0,Bargain Hunters,0.11140393820700588,-1.50357886860141
CUST_0029,B,59,F,Grocery,4,39267.48,50,91,5,490.12,0.4615965342280329,2,0.1000265999686615,0.5647994491936709,98.02,26.64,10.39,4,Occasional Shoppers,-1.33893464240579,-1.024863170369922
CUST_0030,A,38,F,Beauty,5,177943.19,96,13,69,5583.31,0.0291973687047502,7,0.0065306765458117,0.7300064480731303,80.92,27517.74,145.29,2,Premium Loyalists,3.919116502582661,1.0933463308728775
CUST_0031,B,42,F,Electronics,1,50942.07,41,123,14,1174.76,0.4668745375437926,2,0.0660120518528765,0.4017196400446957,83.91,132.63,33.85,4,Occasional Shoppers,-1.2282181510710255,-0.6074352287959239
CUST_0032,C,40,F,Grocery,1,36476.73,45,35,52,1049.77,0.88951190161063,4,0.2096318177340247,0.5055312412031875,20.19,1516.33,113.97,0,Bargain Hunters,0.2655162875032444,-1.4838324815589523
CUST_0033,B,53,M,Electronics,4,54058.34,63,163,3,838.24,0.3743826083070015,0,0.1213241835487225,0.387000481642431,279.41,15.33,2.35,4,Occasional Shoppers,-1.7567904620906687,-0.48614135679913206
CUST_0034,C,18,M,Clothing,0,20604.16,64,44,41,1202.17,0.9432755691215507,5,0.1992610244159073,0.6226171226189282,29.32,1095.31,96.73,0,Bargain Hunters,0.3110700522256311,-1.8189421690675593
CUST_0035,C,64,M,Books,3,38884.48,66,33,38,2060.08,0.7128676526095059,2,0.2416508845535467,0.865577692190594,54.21,2302.44,87.34,0,Bargain Hunters,0.38612828954718414,-1.7215257394255115
CUST_0036,B,49,F,Grocery,2,32735.7,62,141,12,423.36,0.4055646584280987,0,0.1124758108497787,0.4587721413068188,35.28,35.78,27.88,4,Occasional Shoppers,-1.3046188781776993,-1.0376365382729886
CUST_0037,D,19,M,Clothing,0,93822.91,10,289,2,4787.26,0.0733037848373213,9,0.3467006834783212,0.4881742915762886,2393.63,33.02,14.11,1,At-Risk High-Value,-3.011178363309221,3.145624242054457
CUST_0038,C,66,F,Electronics,0,45294.69,65,38,34,1137.58,0.9972283452506908,6,0.2599297757191071,0.7886552482643693,33.46,991.74,86.4,0,Bargain Hunters,0.23512661359139478,-1.692597423099517
CUST_0039,C,53,M,Electronics,1,30861.27,59,24,33,3046.76,0.8710426994502881,7,0.1649627366308709,0.9143399583148948,92.33,4021.72,85.45,0,Bargain Hunters,0.7216642203190828,-1.5724887740411093
CUST_0040,A,22,M,Grocery,6,170348.77,79,21,73,6306.46,0.0517992443508456,14,0.0207750429972214,0.6353457269539082,86.39,20925.98,145.47,2,Premium Loyalists,3.9064036831255105,1.956279891847616
CUST_0041,A,49,F,Home,3,117531.72,77,20,56,11274.98,0.0492996564087314,9,0.0218896220480987,0.4122310023677172,201.34,30066.61,116.24,2,Premium Loyalists,3.047428797688619,1.8725835782326892
CUST_0042,E,27,M,Books,2,22005.29,67,31,9,161.22,0.8203750542825443,1,0.0187059103853997,0.9098106837025092,17.91,45.34,33.42,3,Young Explorers,-0.23883901385763104,-2.668764026070997
CUST_0043,A,53,M,Electronics,5,146553.19,96,10,47,11391.53,0.0718720158801314,12,0.0023187787824427,0.6777589536778262,242.37,48672.9,102.56,2,Premium Loyalists,3.8723677089332913,2.082640686129801
